report_date,week_start,week_end,crop,crop_season,activity,state,state_code,is_total,progress_pct,prev_week_pct,prev_year_pct,five_year_avg_pct,source_file
2023-04-08,2023-04-02,2023-04-08,corn_1,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_1,2022/23,planting,São Paulo,SP,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_1,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Maranhão,MA,False,0.009899999999999999,0.009899999999999999,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Mato Grosso do Sul,MS,False,0.009899999999999999,0.0089,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Minas Gerais,MG,False,0.01,0.0096,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Paraná,PR,False,0.009899999999999999,0.009300000000000001,0.009899999999999999,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Piauí,PI,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,São Paulo,SP,False,0.008,0.008,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Tocantins,TO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,corn_2,2022/23,planting,Total,,True,0.00989,0.00963,0.00998,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Bahia,BA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Maranhão,MA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Mato Grosso do Sul,MS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Piauí,PI,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,cotton,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Bahia,BA,False,0.009899999999999999,0.0097,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Goiás,GO,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Minas Gerais,MG,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Paraná,PR,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Piauí,PI,False,0.0024,0.0018,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Rio Grande do Sul,RS,False,0.0075,0.0075,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Santa Catarina,SC,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,São Paulo,SP,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,harvest,Total,,True,0.00804,0.007850000000000001,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Bahia,BA,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Goiás,GO,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Paraná,PR,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Piauí,PI,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Rio Grande do Sul,RS,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,São Paulo,SP,False,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,dry_beans_1,2022/23,planting,Total,,True,0.01,0.01,,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Goiás,GO,False,0.00701,0.0060999999999999995,0.009899999999999999,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Maranhão,MA,False,0.0005,0.0004,0.0002,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Mato Grosso,MT,False,0.0030299999999999997,0.00215,0.0046500000000000005,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Rio Grande do Sul,RS,False,0.006,0.0055000000000000005,0.0064,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Santa Catarina,SC,False,0.0075,0.0069,0.0097,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Tocantins,TO,False,0.006,0.005699999999999999,0.005600000000000001,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,harvest,Total,,True,0.00557,0.00507,0.00619,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Maranhão,MA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Rio Grande do Sul,RS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Tocantins,TO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,rice,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Bahia,BA,False,0.0062,0.006,0.008,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Goiás,GO,False,0.009300000000000001,0.0091,0.00998,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Maranhão,MA,False,0.006,0.005699999999999999,0.006500000000000001,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Mato Grosso,MT,False,0.01,0.009972,0.009991,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Mato Grosso do Sul,MS,False,0.0098,0.0095,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Minas Gerais,MG,False,0.0086,0.007983,0.0098,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Paraná,PR,False,0.009000000000000001,0.0079,0.0088,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Piauí,PI,False,0.0076,0.006999999999999999,0.0085,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Rio Grande do Sul,RS,False,0.0012,0.0008,0.0034000000000000002,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Santa Catarina,SC,False,0.0023,0.002,0.0084,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,São Paulo,SP,False,0.0095,0.009000000000000001,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Tocantins,TO,False,0.0096,0.009000000000000001,0.009899999999999999,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,harvest,Total,,True,0.00782,0.00745,0.00849,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Bahia,BA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Maranhão,MA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Mato Grosso do Sul,MS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Paraná,PR,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Piauí,PI,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Rio Grande do Sul,RS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,São Paulo,SP,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Tocantins,TO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-08,2023-04-02,2023-04-08,soybeans,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ02-04ZaZ08-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Bahia,BA,False,0.0054,0.0051,0.0042,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Goiás,GO,False,0.0005,0.0005,0.006500000000000001,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Maranhão,MA,False,0.0003,0.0002,0.0003,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Minas Gerais,MG,False,0.005600000000000001,0.0045000000000000005,0.0052,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Paraná,PR,False,0.0078000000000000005,0.0073,0.0092,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Piauí,PI,False,0.0,0.0,0.0002,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Rio Grande do Sul,RS,False,0.008199999999999999,0.008100000000000001,0.008,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Santa Catarina,SC,False,0.0076,0.0074,0.0098,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,São Paulo,SP,False,0.009899999999999999,0.0095,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,harvest,Total,,True,0.0054800000000000005,0.00512,0.006,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Bahia,BA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Maranhão,MA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Paraná,PR,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Piauí,PI,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Rio Grande do Sul,RS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,São Paulo,SP,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_1,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Maranhão,MA,False,0.01,0.009899999999999999,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Mato Grosso do Sul,MS,False,0.01,0.009899999999999999,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Paraná,PR,False,0.01,0.009899999999999999,0.009899999999999999,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Piauí,PI,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,São Paulo,SP,False,0.0095,0.008,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Tocantins,TO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,corn_2,2022/23,planting,Total,,True,0.00998,0.00989,0.00998,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Bahia,BA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Maranhão,MA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Mato Grosso do Sul,MS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Piauí,PI,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,cotton,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Bahia,BA,False,0.00996,0.009899999999999999,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Goiás,GO,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Minas Gerais,MG,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Paraná,PR,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Piauí,PI,False,0.004,0.0024,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Rio Grande do Sul,RS,False,0.009000000000000001,0.0075,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Santa Catarina,SC,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,São Paulo,SP,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,harvest,Total,,True,0.00856,0.00804,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Bahia,BA,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Goiás,GO,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Minas Gerais,MG,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Paraná,PR,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Piauí,PI,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Rio Grande do Sul,RS,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,São Paulo,SP,False,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,dry_beans_1,2022/23,planting,Total,,True,0.01,0.01,,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Goiás,GO,False,0.0088,0.00701,0.009899999999999999,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Maranhão,MA,False,0.0006,0.0005,0.0005,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Mato Grosso,MT,False,0.004678,0.0030299999999999997,0.007006,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Rio Grande do Sul,RS,False,0.008,0.006,0.0072,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Santa Catarina,SC,False,0.0079,0.0075,0.0098,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Tocantins,TO,False,0.006999999999999999,0.006,0.006999999999999999,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,harvest,Total,,True,0.007189999999999999,0.00557,0.007019999999999999,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Goiás,GO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Maranhão,MA,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Rio Grande do Sul,RS,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Santa Catarina,SC,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Tocantins,TO,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,rice,2022/23,planting,Total,,True,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,soybeans,2022/23,harvest,Bahia,BA,False,0.008100000000000001,0.0062,0.0085,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,soybeans,2022/23,harvest,Goiás,GO,False,0.0098,0.009300000000000001,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,soybeans,2022/23,harvest,Maranhão,MA,False,0.0064,0.006,0.0066,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,soybeans,2022/23,harvest,Mato Grosso,MT,False,0.01,0.01,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
2023-04-15,2023-04-09,2023-04-15,soybeans,2022/23,harvest,Mato Grosso do Sul,MS,False,0.009899999999999999,0.0098,0.01,,PlantioZeZColheitaZ09-04ZaZ15-04.xlsx
